gene_family,n_members,n_genomes,n_diazotroph,n_non_diazo,n_genera,frac_diazotroph
GF_00547,62,62,14,48,20,0.22580645161290322
GF_00548,63,63,13,50,12,0.20634920634920634
GF_00549,44,44,11,33,15,0.25
GF_00550,47,47,2,45,6,0.0425531914893617
GF_00551,50,50,48,2,20,0.96
GF_00552,42,42,42,0,9,1.0
GF_00553,44,44,44,0,9,1.0
GF_00554,63,63,62,1,16,0.9841269841269841
GF_00555,54,54,53,1,13,0.9814814814814815
GF_00556,49,46,49,0,10,1.0
GF_00557,46,46,46,0,10,1.0
GF_00558,65,65,63,2,17,0.9692307692307692
GF_00559,52,52,51,1,12,0.9807692307692307
GF_00560,41,41,41,0,11,1.0
GF_00561,58,58,57,1,15,0.9827586206896551
GF_00562,42,42,42,0,9,1.0
GF_00563,43,43,42,1,12,0.9767441860465116
GF_00564,71,71,53,18,23,0.7464788732394366
GF_00565,129,129,84,45,42,0.6511627906976745
GF_00566,107,107,81,26,44,0.7570093457943925
GF_00567,79,79,75,4,19,0.9493670886075949
GF_00568,49,46,46,3,12,0.9387755102040817
GF_00569,60,56,15,45,11,0.25
GF_00570,71,71,19,52,19,0.2676056338028169
GF_00571,42,42,42,0,10,1.0
GF_00572,68,68,60,8,19,0.8823529411764706
GF_00573,72,72,69,3,20,0.9583333333333334
GF_00574,83,83,73,10,28,0.8795180722891566
GF_00575,63,63,62,1,15,0.9841269841269841
GF_00576,43,43,43,0,12,1.0
GF_00577,51,51,49,2,14,0.9607843137254902
GF_00578,82,82,72,10,27,0.8780487804878049
GF_00579,53,53,52,1,12,0.9811320754716981
GF_00580,70,70,58,12,34,0.8285714285714286
GF_00581,58,58,58,0,16,1.0
GF_00582,71,71,68,3,21,0.9577464788732394
GF_00583,60,60,59,1,16,0.9833333333333333
GF_00584,63,63,61,2,18,0.9682539682539683
GF_00585,58,58,57,1,15,0.9827586206896551
GF_00586,54,54,54,0,15,1.0
GF_00587,56,56,55,1,14,0.9821428571428571
GF_00588,99,99,77,22,32,0.7777777777777778
GF_00589,55,55,54,1,14,0.9818181818181818
GF_00590,40,40,40,0,12,1.0
GF_00591,70,70,66,4,19,0.9428571428571428
GF_00592,61,61,60,1,14,0.9836065573770492
GF_00593,77,77,70,7,24,0.9090909090909091
GF_00594,43,43,12,31,12,0.27906976744186046
GF_00595,41,41,8,33,18,0.1951219512195122
GF_00596,67,67,5,62,17,0.07462686567164178
GF_00597,43,43,1,42,6,0.023255813953488372
GF_00598,45,45,2,43,3,0.044444444444444446
GF_00599,89,89,18,71,20,0.20224719101123595
GF_00600,63,63,50,13,23,0.7936507936507936
GF_00601,52,52,34,18,18,0.6538461538461539
GF_00602,82,82,74,8,29,0.9024390243902439
GF_00603,112,112,71,41,39,0.6339285714285714
GF_00604,106,102,81,25,39,0.7641509433962265
GF_00605,89,89,75,14,31,0.8426966292134831
GF_00606,120,120,28,92,35,0.23333333333333334
GF_00607,61,61,14,47,14,0.22950819672131148
GF_00608,49,49,28,21,24,0.5714285714285714
GF_00609,147,147,84,63,46,0.5714285714285714
GF_00610,41,41,2,39,8,0.04878048780487805
GF_00611,79,79,41,38,23,0.5189873417721519
GF_00612,213,213,80,133,58,0.3755868544600939
GF_00613,220,220,99,121,61,0.45
GF_00614,264,264,109,155,68,0.4128787878787879
GF_00615,41,41,31,10,23,0.7560975609756098
GF_00616,52,48,45,7,14,0.8653846153846154
GF_00617,55,55,41,14,28,0.7454545454545455
GF_00618,172,172,83,89,49,0.48255813953488375
GF_00619,78,78,57,21,30,0.7307692307692307
GF_00620,51,51,7,44,11,0.13725490196078433
GF_00621,75,75,62,13,21,0.8266666666666667
GF_00622,71,71,58,13,29,0.8169014084507042
GF_00623,172,172,101,71,59,0.5872093023255814
GF_00624,191,191,102,89,55,0.5340314136125655
GF_00625,97,97,0,97,4,0.0
GF_00626,79,78,0,79,4,0.0
GF_00627,94,94,0,94,3,0.0
GF_00628,152,152,0,152,4,0.0
GF_00629,125,125,0,125,4,0.0
GF_00630,74,74,0,74,3,0.0
GF_00631,102,102,0,102,4,0.0
GF_00632,154,153,30,124,38,0.19480519480519481
GF_00633,88,88,51,37,24,0.5795454545454546
GF_00634,107,107,10,97,17,0.09345794392523364
GF_00635,137,137,83,54,40,0.6058394160583942
GF_00636,70,70,39,31,32,0.5571428571428572
GF_00637,206,206,79,127,59,0.38349514563106796
GF_00638,56,56,8,48,10,0.14285714285714285
GF_00639,52,52,3,49,10,0.057692307692307696
GF_00640,42,42,36,6,14,0.8571428571428571
GF_00641,83,83,71,12,27,0.8554216867469879
GF_00642,113,113,77,36,47,0.6814159292035398
GF_00643,107,107,70,37,34,0.6542056074766355
GF_00644,59,59,56,3,17,0.9491525423728814
GF_00645,58,58,57,1,15,0.9827586206896551
GF_00646,71,71,68,3,20,0.9577464788732394
GF_00647,40,40,38,2,12,0.95
GF_00648,70,70,67,3,19,0.9571428571428572
GF_00649,46,46,46,0,13,1.0
GF_00650,64,64,62,2,18,0.96875
GF_00651,61,61,58,3,17,0.9508196721311475
GF_00652,66,66,65,1,16,0.9848484848484849
GF_00653,66,66,63,3,19,0.9545454545454546
GF_00654,57,57,56,1,14,0.9824561403508771
GF_00655,147,147,90,57,45,0.6122448979591837
GF_00656,51,51,51,0,13,1.0
GF_00657,42,42,41,1,11,0.9761904761904762
GF_00658,177,177,101,76,52,0.5706214689265536
GF_00659,79,79,71,8,26,0.8987341772151899
GF_00660,72,72,68,4,21,0.9444444444444444
GF_00661,80,66,63,17,32,0.7875
GF_00662,76,76,73,3,23,0.9605263157894737
GF_00663,68,68,67,1,17,0.9852941176470589
GF_00664,60,60,59,1,15,0.9833333333333333
GF_00665,58,58,57,1,16,0.9827586206896551
GF_00666,75,75,70,5,22,0.9333333333333333
GF_00667,62,62,61,1,15,0.9838709677419355
GF_00668,63,63,62,1,17,0.9841269841269841
GF_00669,79,79,49,30,22,0.620253164556962
GF_00670,45,45,44,1,13,0.9777777777777777
GF_00671,71,71,69,2,20,0.971830985915493
GF_00672,44,44,44,0,10,1.0
GF_00673,61,61,60,1,16,0.9836065573770492
GF_00674,47,47,47,0,11,1.0
GF_00675,74,74,69,5,21,0.9324324324324325
GF_00676,44,44,38,6,16,0.8636363636363636
GF_00677,68,68,67,1,17,0.9852941176470589
GF_00678,68,68,67,1,17,0.9852941176470589
GF_00679,68,68,65,3,19,0.9558823529411765
GF_00680,43,43,5,38,10,0.11627906976744186
GF_00681,50,50,12,38,12,0.24
GF_00682,74,74,8,66,18,0.10810810810810811
GF_00683,52,52,6,46,7,0.11538461538461539
GF_00684,44,44,9,35,12,0.20454545454545456
GF_00685,72,72,4,68,14,0.05555555555555555
GF_00686,43,43,4,39,9,0.09302325581395349
GF_00687,45,45,5,40,10,0.1111111111111111
GF_00688,244,244,99,145,61,0.4057377049180328
GF_00689,40,40,40,0,7,1.0
GF_00690,40,40,40,0,8,1.0
GF_00691,43,43,43,0,10,1.0
GF_00692,42,42,42,0,8,1.0
GF_00693,42,42,42,0,9,1.0
GF_00694,69,69,66,3,19,0.9565217391304348
GF_00695,85,69,75,10,24,0.8823529411764706
GF_00696,87,59,86,1,17,0.9885057471264368
GF_00697,54,54,53,1,12,0.9814814814814815
GF_00698,51,51,51,0,12,1.0
GF_00699,84,84,71,13,30,0.8452380952380952
GF_00700,47,47,47,0,12,1.0
GF_00701,45,45,45,0,9,1.0
GF_00702,42,41,18,24,14,0.42857142857142855
GF_00703,40,40,40,0,9,1.0
GF_00704,48,48,46,2,12,0.9583333333333334
GF_00705,44,44,44,0,9,1.0
GF_00706,49,49,48,1,16,0.9795918367346939
GF_00707,69,69,66,3,19,0.9565217391304348
GF_00708,61,61,58,3,16,0.9508196721311475
GF_00709,69,69,55,14,21,0.7971014492753623
GF_00710,58,58,57,1,15,0.9827586206896551
GF_00711,63,63,62,1,17,0.9841269841269841
GF_00712,44,44,44,0,10,1.0
GF_00713,46,46,46,0,11,1.0
GF_00714,59,59,58,1,15,0.9830508474576272
GF_00715,40,40,40,0,8,1.0
GF_00716,41,41,41,0,8,1.0
GF_00717,76,60,72,4,17,0.9473684210526315
GF_00718,50,50,49,1,11,0.98
GF_00719,64,64,63,1,16,0.984375
GF_00720,46,46,46,0,13,1.0
GF_00721,49,49,49,0,11,1.0
GF_00722,70,70,60,10,22,0.8571428571428571
GF_00723,162,162,98,64,56,0.6049382716049383
GF_00724,67,67,57,10,22,0.8507462686567164
GF_00725,125,125,80,45,35,0.64
GF_00726,250,250,103,147,64,0.412
GF_00727,257,257,105,152,67,0.4085603112840467
GF_00728,70,70,18,52,23,0.2571428571428571
GF_00729,257,257,107,150,68,0.4163424124513619
GF_00730,62,62,61,1,16,0.9838709677419355
GF_00731,65,65,64,1,16,0.9846153846153847
GF_00732,81,81,70,11,28,0.8641975308641975
GF_00733,67,67,66,1,17,0.9850746268656716
GF_00734,73,73,70,3,22,0.958904109589041
GF_00735,70,70,67,3,19,0.9571428571428572
GF_00736,97,97,78,19,34,0.8041237113402062
GF_00737,74,74,70,4,21,0.9459459459459459
GF_00738,62,62,61,1,15,0.9838709677419355
GF_00739,52,52,52,0,12,1.0
GF_00740,189,189,93,96,52,0.49206349206349204
GF_00741,144,144,96,48,51,0.6666666666666666
GF_00742,63,63,62,1,17,0.9841269841269841
GF_00743,65,65,64,1,16,0.9846153846153847
GF_00744,178,178,85,93,51,0.47752808988764045
GF_00745,65,65,64,1,16,0.9846153846153847
GF_00746,43,43,43,0,12,1.0
GF_00747,42,42,42,0,9,1.0
GF_00748,45,45,44,1,14,0.9777777777777777
GF_00749,45,45,41,4,16,0.9111111111111111
GF_00750,65,65,64,1,16,0.9846153846153847
GF_00751,238,237,102,136,63,0.42857142857142855
GF_00752,44,44,43,1,11,0.9772727272727273
GF_00753,46,46,46,0,10,1.0
GF_00754,68,68,66,2,17,0.9705882352941176
GF_00755,261,261,107,154,68,0.4099616858237548
GF_00756,105,105,80,25,40,0.7619047619047619
GF_00757,71,71,69,2,19,0.971830985915493
GF_00758,55,55,54,1,14,0.9818181818181818
GF_00759,67,67,66,1,17,0.9850746268656716
GF_00760,49,49,49,0,12,1.0
GF_00761,46,46,34,12,26,0.7391304347826086
GF_00762,58,58,57,1,14,0.9827586206896551
GF_00763,62,62,62,0,15,1.0
GF_00764,55,54,54,1,16,0.9818181818181818
GF_00765,53,53,52,1,14,0.9811320754716981
GF_00766,51,51,51,0,12,1.0
GF_00767,50,50,1,49,6,0.02
GF_00768,50,50,1,49,5,0.02
GF_00769,46,46,46,0,13,1.0
GF_00770,46,46,43,3,13,0.9347826086956522
GF_00771,218,218,109,109,61,0.5
GF_00772,47,44,46,1,12,0.9787234042553191
GF_00773,120,120,78,42,31,0.65
GF_00774,42,42,42,0,9,1.0
GF_00775,60,60,59,1,14,0.9833333333333333
GF_00776,40,40,15,25,9,0.375
GF_00777,121,121,78,43,35,0.6446280991735537
GF_00778,55,55,53,2,14,0.9636363636363636
GF_00779,42,42,42,0,9,1.0
GF_00780,65,65,64,1,16,0.9846153846153847
GF_00781,69,69,67,2,19,0.9710144927536232
GF_00782,40,40,40,0,8,1.0
GF_00783,63,63,62,1,15,0.9841269841269841
GF_00784,47,47,47,0,11,1.0
GF_00785,47,47,39,8,10,0.8297872340425532
GF_00786,56,56,55,1,15,0.9821428571428571
GF_00787,41,41,41,0,8,1.0
GF_00788,47,43,46,1,10,0.9787234042553191
GF_00789,43,43,42,1,10,0.9767441860465116
GF_00790,48,48,47,1,12,0.9791666666666666
GF_00791,61,61,58,3,18,0.9508196721311475
GF_00792,60,60,59,1,14,0.9833333333333333
GF_00793,58,57,54,4,16,0.9310344827586207
GF_00794,72,72,69,3,20,0.9583333333333334
GF_00795,66,66,65,1,18,0.9848484848484849
GF_00796,182,182,99,83,56,0.5439560439560439
GF_00797,51,51,50,1,15,0.9803921568627451
GF_00798,55,55,52,3,15,0.9454545454545454
GF_00799,49,49,49,0,10,1.0
GF_00800,47,47,47,0,11,1.0
GF_00801,51,51,51,0,13,1.0
GF_00802,45,45,45,0,11,1.0
GF_00803,48,47,48,0,11,1.0
GF_00804,47,47,47,0,11,1.0
GF_00805,41,41,41,0,9,1.0
GF_00806,74,68,73,1,19,0.9864864864864865
GF_00807,50,50,50,0,13,1.0
GF_00808,45,45,45,0,9,1.0
GF_00809,59,59,58,1,15,0.9830508474576272
GF_00810,72,72,50,22,26,0.6944444444444444
GF_00811,54,54,26,28,13,0.48148148148148145
GF_00812,41,41,41,0,8,1.0
GF_00813,59,59,10,49,11,0.1694915254237288
GF_00814,249,249,84,165,48,0.3373493975903614
GF_00815,103,103,9,94,15,0.08737864077669903
GF_00816,79,79,46,33,19,0.5822784810126582
GF_00817,45,45,2,43,3,0.044444444444444446
GF_00818,57,57,56,1,15,0.9824561403508771
GF_00819,351,351,101,250,69,0.28774928774928776
GF_00820,40,40,40,0,8,1.0
GF_00821,47,47,47,0,11,1.0
GF_00822,40,40,39,1,11,0.975
GF_00823,72,72,69,3,20,0.9583333333333334
GF_00824,41,41,41,0,10,1.0
GF_00825,62,62,61,1,15,0.9838709677419355
GF_00826,40,40,37,3,15,0.925
GF_00827,58,58,55,3,15,0.9482758620689655
GF_00828,74,73,19,55,18,0.25675675675675674
GF_00829,63,63,62,1,16,0.9841269841269841
GF_00830,42,42,41,1,11,0.9761904761904762
GF_00831,40,40,39,1,11,0.975
GF_00832,72,72,69,3,20,0.9583333333333334
GF_00833,50,50,49,1,11,0.98
GF_00834,53,53,52,1,13,0.9811320754716981
GF_00835,45,45,45,0,9,1.0
GF_00836,57,57,56,1,15,0.9824561403508771
GF_00837,50,50,49,1,12,0.98
GF_00838,65,65,64,1,16,0.9846153846153847
GF_00839,58,58,58,0,15,1.0
GF_00840,72,72,69,3,20,0.9583333333333334
GF_00841,43,43,43,0,9,1.0
GF_00842,55,55,54,1,13,0.9818181818181818
GF_00843,90,46,47,43,8,0.5222222222222223
GF_00844,56,56,55,1,14,0.9821428571428571
GF_00845,363,363,108,255,72,0.2975206611570248
GF_00846,70,70,67,3,19,0.9571428571428572
GF_00847,65,61,64,1,15,0.9846153846153847
GF_00848,61,61,60,1,16,0.9836065573770492
GF_00849,52,52,52,0,12,1.0
GF_00850,55,55,54,1,12,0.9818181818181818
GF_00851,67,67,66,1,16,0.9850746268656716
GF_00852,51,51,50,1,12,0.9803921568627451
GF_00853,46,46,46,0,10,1.0
GF_00854,60,60,59,1,16,0.9833333333333333
GF_00855,68,68,67,1,18,0.9852941176470589
GF_00856,60,58,54,6,17,0.9
GF_00857,229,229,107,122,63,0.4672489082969432
GF_00858,65,65,64,1,16,0.9846153846153847
GF_00859,65,65,64,1,16,0.9846153846153847
GF_00860,67,67,36,31,11,0.5373134328358209
GF_00861,58,58,57,1,14,0.9827586206896551
GF_00862,41,41,41,0,8,1.0
GF_00863,52,52,52,0,12,1.0
GF_00864,146,146,78,68,37,0.5342465753424658
GF_00865,40,40,2,38,8,0.05
GF_00866,148,148,55,93,37,0.3716216216216216
GF_00867,63,63,7,56,8,0.1111111111111111
GF_00868,57,57,11,46,10,0.19298245614035087
GF_00869,50,50,27,23,17,0.54
GF_00870,58,57,23,35,19,0.39655172413793105
GF_00871,41,41,5,36,10,0.12195121951219512
GF_00872,40,40,6,34,5,0.15
GF_00873,61,61,12,49,22,0.19672131147540983
GF_00874,133,133,42,91,35,0.3157894736842105
GF_00875,44,44,0,44,2,0.0
GF_00876,68,68,0,68,3,0.0
GF_00877,62,62,0,62,3,0.0
GF_00878,94,94,0,94,4,0.0
GF_00879,58,58,0,58,2,0.0
GF_00880,47,47,0,47,2,0.0
GF_00881,69,69,0,69,3,0.0
GF_00882,61,61,0,61,2,0.0
GF_00883,150,150,0,150,4,0.0
GF_00884,133,127,0,133,4,0.0
GF_00885,83,83,0,83,4,0.0
GF_00886,89,89,0,89,4,0.0
GF_00887,81,81,72,9,26,0.8888888888888888
GF_00888,73,73,10,63,16,0.136986301369863
GF_00889,79,74,73,6,21,0.9240506329113924
GF_00890,67,67,66,1,17,0.9850746268656716
GF_00891,67,67,66,1,17,0.9850746268656716
GF_00892,53,53,52,1,14,0.9811320754716981
GF_00893,81,81,75,6,23,0.9259259259259259
GF_00894,58,58,57,1,13,0.9827586206896551
GF_00895,239,239,101,138,63,0.4225941422594142
GF_00896,50,50,0,50,2,0.0
GF_00897,42,42,0,42,3,0.0
GF_00898,101,101,0,101,4,0.0
GF_00899,153,153,0,153,4,0.0
GF_00900,73,73,0,73,3,0.0
GF_00901,45,45,0,45,2,0.0
GF_00902,125,125,0,125,4,0.0
GF_00903,100,100,0,100,4,0.0
GF_00904,130,130,0,130,3,0.0
GF_00905,102,102,0,102,4,0.0
GF_00906,69,69,0,69,3,0.0
GF_00907,99,99,0,99,4,0.0
GF_00908,45,45,1,44,3,0.022222222222222223
GF_00909,44,44,43,1,11,0.9772727272727273
GF_00910,57,57,56,1,13,0.9824561403508771
GF_00911,51,51,50,1,12,0.9803921568627451
GF_00912,58,58,57,1,14,0.9827586206896551
GF_00913,48,48,48,0,12,1.0
GF_00914,56,56,55,1,14,0.9821428571428571
GF_00915,53,53,52,1,13,0.9811320754716981
GF_00916,252,242,114,138,65,0.4523809523809524
GF_00917,62,62,58,4,18,0.9354838709677419
GF_00918,57,57,53,4,17,0.9298245614035088
GF_00919,40,40,40,0,8,1.0
GF_00920,70,70,67,3,19,0.9571428571428572
GF_00921,42,42,42,0,9,1.0
GF_00922,44,44,44,0,10,1.0
GF_00923,59,59,59,0,14,1.0
GF_00924,45,45,44,1,13,0.9777777777777777
GF_00925,63,62,61,2,15,0.9682539682539683
GF_00926,47,47,46,1,10,0.9787234042553191
GF_00927,55,54,29,26,12,0.5272727272727272
GF_00928,41,41,41,0,9,1.0
GF_00929,86,75,85,1,19,0.9883720930232558
GF_00930,73,73,68,5,21,0.9315068493150684
GF_00931,475,417,125,350,72,0.2631578947368421
GF_00932,54,54,7,47,8,0.12962962962962962
GF_00933,71,71,15,56,17,0.2112676056338028
GF_00934,40,40,38,2,14,0.95
GF_00935,67,67,66,1,17,0.9850746268656716
GF_00936,63,63,61,2,21,0.9682539682539683
GF_00937,55,55,54,1,15,0.9818181818181818
GF_00938,49,49,48,1,10,0.9795918367346939
GF_00939,58,58,58,0,15,1.0
GF_00940,69,69,66,3,18,0.9565217391304348
GF_00941,65,65,64,1,16,0.9846153846153847
GF_00942,48,48,47,1,11,0.9791666666666666
GF_00943,40,40,40,0,8,1.0
GF_00944,42,42,42,0,11,1.0
GF_00945,45,45,44,1,12,0.9777777777777777
GF_00946,51,50,43,8,20,0.8431372549019608
GF_00947,52,52,8,44,7,0.15384615384615385
GF_00948,70,70,66,4,20,0.9428571428571428
GF_00949,88,88,67,21,31,0.7613636363636364
GF_00950,46,46,46,0,10,1.0
GF_00951,46,46,46,0,10,1.0
GF_00952,71,71,66,5,21,0.9295774647887324
GF_00953,58,58,57,1,14,0.9827586206896551
GF_00954,52,52,51,1,12,0.9807692307692307
GF_00955,67,67,66,1,16,0.9850746268656716
GF_00956,56,56,56,0,14,1.0
GF_00957,124,124,78,46,42,0.6290322580645161
GF_00958,262,262,107,155,68,0.4083969465648855
GF_00959,77,77,11,66,18,0.14285714285714285
GF_00960,212,212,87,125,54,0.41037735849056606
GF_00961,47,47,46,1,12,0.9787234042553191
GF_00962,40,40,39,1,7,0.975
GF_00963,74,74,55,19,15,0.7432432432432432
GF_00964,45,45,43,2,13,0.9555555555555556
GF_00965,54,54,53,1,14,0.9814814814814815
GF_00966,53,53,14,39,12,0.2641509433962264
GF_00967,47,45,4,43,10,0.0851063829787234
GF_00968,250,250,110,140,69,0.44
GF_00969,151,151,89,62,43,0.5894039735099338
GF_00970,138,138,87,51,48,0.6304347826086957
GF_00971,49,49,22,27,17,0.4489795918367347
GF_00972,80,80,70,10,22,0.875
GF_00973,67,67,66,1,17,0.9850746268656716
GF_00974,43,43,43,0,10,1.0
GF_00975,53,53,53,0,13,1.0
GF_00976,43,43,43,0,9,1.0
GF_00977,41,41,41,0,9,1.0
GF_00978,48,48,48,0,13,1.0
GF_00979,43,42,42,1,9,0.9767441860465116
GF_00980,52,51,51,1,11,0.9807692307692307
GF_00981,53,53,52,1,15,0.9811320754716981
GF_00982,56,55,20,36,17,0.35714285714285715
GF_00983,42,42,41,1,11,0.9761904761904762
GF_00984,52,52,51,1,13,0.9807692307692307
GF_00985,46,46,46,0,10,1.0
GF_00986,55,55,54,1,14,0.9818181818181818
GF_00987,69,69,64,5,22,0.927536231884058
GF_00988,52,52,51,1,12,0.9807692307692307
GF_00989,48,48,48,0,12,1.0
GF_00990,43,43,43,0,10,1.0
GF_00991,77,67,76,1,17,0.987012987012987
GF_00992,41,41,38,3,12,0.926829268292683
GF_00993,40,40,40,0,8,1.0
GF_00994,71,71,68,3,19,0.9577464788732394
GF_00995,43,43,43,0,8,1.0
GF_00996,49,49,49,0,12,1.0
GF_00997,43,43,43,0,9,1.0
GF_00998,54,54,54,0,13,1.0
GF_00999,58,58,57,1,15,0.9827586206896551
GF_01000,41,41,41,0,8,1.0
GF_01001,67,67,66,1,17,0.9850746268656716
GF_01002,57,57,56,1,13,0.9824561403508771
GF_01003,46,46,45,1,12,0.9782608695652174
GF_01004,44,44,31,13,7,0.7045454545454546
GF_01005,113,111,40,73,37,0.35398230088495575
GF_01006,65,65,64,1,16,0.9846153846153847
GF_01007,70,69,67,3,19,0.9571428571428572
GF_01008,40,40,40,0,7,1.0
GF_01009,43,43,43,0,9,1.0
GF_01010,43,43,43,0,9,1.0
GF_01011,67,63,65,2,19,0.9701492537313433
GF_01012,42,42,36,6,14,0.8571428571428571
GF_01013,47,47,45,2,14,0.9574468085106383
GF_01014,44,44,44,0,10,1.0
GF_01015,45,45,45,0,10,1.0
GF_01016,45,45,43,2,13,0.9555555555555556
GF_01017,65,65,64,1,17,0.9846153846153847
GF_01018,58,58,55,3,17,0.9482758620689655
GF_01019,43,43,43,0,9,1.0
GF_01020,42,42,42,0,10,1.0
GF_01021,45,45,45,0,10,1.0
GF_01022,48,48,48,0,11,1.0
GF_01023,51,51,51,0,12,1.0
GF_01024,48,48,47,1,10,0.9791666666666666
GF_01025,56,56,55,1,14,0.9821428571428571
GF_01026,78,78,65,13,25,0.8333333333333334
GF_01027,96,96,83,13,34,0.8645833333333334
GF_01028,217,216,96,121,56,0.4423963133640553
GF_01029,40,40,40,0,7,1.0
GF_01030,41,41,41,0,9,1.0
GF_01031,51,51,51,0,15,1.0
GF_01032,53,53,52,1,13,0.9811320754716981
GF_01033,41,40,41,0,8,1.0
GF_01034,64,64,61,3,18,0.953125
GF_01035,61,61,60,1,16,0.9836065573770492
GF_01036,44,44,44,0,12,1.0
GF_01037,98,98,0,98,4,0.0
GF_01038,75,75,0,75,3,0.0
GF_01039,50,50,0,50,2,0.0
GF_01040,74,74,0,74,3,0.0
GF_01041,75,75,0,75,4,0.0
GF_01042,43,43,0,43,1,0.0
GF_01043,65,65,0,65,3,0.0
GF_01044,63,63,0,63,2,0.0
GF_01045,111,111,0,111,4,0.0
GF_01046,52,52,0,52,2,0.0
GF_01047,53,53,0,53,2,0.0
GF_01048,52,52,0,52,2,0.0
GF_01049,68,68,0,68,3,0.0
GF_01050,99,99,0,99,4,0.0
GF_01051,62,62,0,62,2,0.0
GF_01052,62,62,0,62,3,0.0
GF_01053,48,48,0,48,2,0.0
GF_01054,244,243,74,170,31,0.30327868852459017
GF_01055,150,150,0,150,4,0.0
GF_01056,66,66,0,66,3,0.0
GF_01057,49,49,0,49,2,0.0
GF_01058,46,46,0,46,3,0.0
GF_01059,55,55,0,55,4,0.0
GF_01060,97,97,0,97,3,0.0
GF_01061,67,67,0,67,3,0.0
GF_01062,63,63,0,63,3,0.0
GF_01063,42,42,0,42,2,0.0
GF_01064,63,63,0,63,3,0.0
GF_01065,153,153,0,153,4,0.0
GF_01066,57,57,0,57,3,0.0
GF_01067,44,44,0,44,2,0.0
GF_01068,47,47,0,47,2,0.0
GF_01069,152,152,0,152,4,0.0
GF_01070,46,46,0,46,2,0.0
GF_01071,90,90,0,90,3,0.0
GF_01072,153,153,0,153,4,0.0
GF_01073,48,48,0,48,2,0.0
GF_01074,84,84,0,84,3,0.0
GF_01075,76,76,0,76,3,0.0
GF_01076,52,52,0,52,2,0.0
GF_01077,108,108,0,108,4,0.0
GF_01078,49,49,0,49,2,0.0
GF_01079,54,54,0,54,2,0.0
GF_01080,86,86,0,86,4,0.0
GF_01081,66,66,0,66,4,0.0
GF_01082,96,96,0,96,4,0.0
GF_01083,81,81,0,81,3,0.0
GF_01084,87,87,0,87,4,0.0
GF_01085,86,86,0,86,4,0.0
GF_01086,90,90,0,90,4,0.0
GF_01087,66,66,0,66,3,0.0
GF_01088,41,41,0,41,2,0.0
GF_01089,128,77,0,128,4,0.0
GF_01090,50,50,0,50,2,0.0
GF_01091,143,143,0,143,5,0.0
GF_01092,74,74,0,74,3,0.0
GF_01093,49,49,0,49,3,0.0
GF_01094,49,49,0,49,1,0.0
GF_01095,97,97,0,97,4,0.0
GF_01096,81,81,0,81,4,0.0
GF_01097,58,58,0,58,3,0.0
GF_01098,68,68,0,68,3,0.0
GF_01099,152,152,0,152,4,0.0
GF_01100,63,63,0,63,3,0.0
GF_01101,64,64,0,64,2,0.0
GF_01102,47,47,0,47,2,0.0
GF_01103,41,41,0,41,3,0.0
GF_01104,46,46,0,46,2,0.0
GF_01105,70,70,0,70,3,0.0
GF_01106,49,49,0,49,2,0.0
GF_01107,96,96,0,96,4,0.0
GF_01108,58,58,0,58,3,0.0
GF_01109,78,78,0,78,4,0.0
GF_01110,41,41,0,41,2,0.0
GF_01111,101,101,0,101,4,0.0
GF_01112,140,140,0,140,4,0.0
GF_01113,70,70,0,70,3,0.0
GF_01114,41,41,0,41,2,0.0
